StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_DuplicateRespondent,Last Seen Flow Element ID,Last Seen Question IDs,CONSENT,SCR_AGE,SCR_OMNI,CC1,CC2,AIP1,AIP2,AIP3,AIP4,AIP5,REL1,REL2,REL3,REL4,INT1,INT2,INT3,INT4,INT5,ATT1,TRU1,TRU2,TRU3,TRU4,TRU5,TRU6,ENG1,ENG2,ENG3,ENG4,ENG5,ENG6,ATT2,PI1,PI2,PI3,PI4,PDPL1,PDPL2,PDPL3,PDPL4,MC_AIP,MC_DISC,AGE_BAND,GEN,LOC,LOC_5_TEXT,EDU,INC,FREQ,PLAT,PLAT_5_TEXT,PRIOR,CHAN,REF,CELL,AIP_COND,DISC_COND
2026-09-13 22:15:12,2026-09-13 22:23:33,0,42.114.200.100,100,501,1,2026-09-13 22:23:34,R_4xfSjlCwXWz32x3,,,,,10.822,106.6257,anonymous,VI,,FL_56,,1,1,1,2,2,5,6,5,3,4,7,6,5,5,2,2,3,3,4,5,5,4,5,5,5,5,6,4,5,7,7,5,2,5,7,7,5,6,6,6,6,5,2,1,1,1,,3,2,3,1,,4,"1,3",5,3,1,0
2026-09-13 22:15:30,2026-09-13 22:31:04,0,66.222.200.154,100,933,1,2026-09-13 22:31:05,R_13ps39cLpnZa70B,,,,,51.0605,-114.1102,anonymous,VI,true,FL_56,,1,1,1,1,1,2,5,6,5,1,2,5,5,5,4,6,4,2,2,7,5,4,3,7,5,4,6,6,4,5,3,4,2,3,5,5,4,3,7,7,6,5,6,1,2,5,Canada,1,3,3,5,"Walmart, amazon, sephora, online store của hãng, shopee,..",3,"1,2,4",5,2,0,1
2026-09-14 00:38:26,2026-09-14 00:42:03,0,42.113.248.81,100,216,1,2026-09-14 00:42:03,R_4JZwu8GTlJ6I3qF,,,,,10.822,106.6257,anonymous,VI,,FL_56,,1,1,1,2,1,7,7,7,7,7,6,6,7,6,4,4,4,5,4,5,5,4,2,3,5,4,5,5,4,6,5,4,2,6,6,6,5,7,7,7,6,7,7,1,2,1,,3,1,4,1,,4,"1,2,3,4,5",5,4,1,1
2026-09-14 00:53:17,2026-09-14 00:57:56,0,183.80.143.117,100,279,1,2026-09-14 00:57:57,R_4D7gcGgWlFNd53b,,,,,16.1667,107.8333,anonymous,VI,,FL_56,,1,1,1,1,2,4,6,5,6,7,6,7,7,7,3,3,2,4,2,5,7,7,4,6,6,6,6,7,7,6,6,7,2,5,7,6,5,7,6,7,6,2,1,1,1,5,Tây Ninh,2,2,5,1,,4,"1,2,3,4",3,1,0,0
2026-09-14 01:18:03,2026-09-14 01:19:17,0,171.250.165.85,100,73,1,2026-09-14 01:19:17,R_94z33G1FjpJj0KB,,,,,10.822,106.6257,anonymous,VI,,FL_34,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0
2026-09-14 01:15:06,2026-09-14 01:19:28,0,113.161.86.112,100,261,1,2026-09-14 01:19:28,R_4HdhwMjSVNqz3lU,,,,,10.822,106.6257,anonymous,VI,true,FL_56,,1,1,1,1,1,6,6,7,5,5,6,7,5,7,2,4,4,4,4,5,7,6,5,6,6,6,7,4,6,4,5,6,2,6,6,6,6,7,7,7,7,6,5,1,2,1,,3,1,3,1,,4,"1,2,3,4,5",3,2,0,1
2026-09-14 01:22:07,2026-09-14 01:23:03,0,113.185.79.191,100,55,1,2026-09-14 01:23:04,R_9E0dIa3B99mJS2T,,,,,10.822,106.6257,anonymous,VI,,FL_55,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14 01:23:23,2026-09-14 01:24:19,0,113.185.79.191,100,55,1,2026-09-14 01:24:20,R_9YnyoaxjaGzLqPi,,,,,10.822,106.6257,anonymous,VI,true,FL_36,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0
2026-09-14 01:25:01,2026-09-14 01:26:01,0,113.161.86.112,100,60,1,2026-09-14 01:26:02,R_3PhqWHwIcgn5Q9v,,,,,10.822,106.6257,anonymous,VI,,FL_34,,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1
2026-09-14 01:24:27,2026-09-14 01:27:16,0,42.118.187.152,100,168,1,2026-09-14 01:27:16,R_4z4pnLj392NoVkl,,,,,10.822,106.6257,anonymous,VI,,FL_36,,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0
2026-09-14 01:28:37,2026-09-14 01:29:07,0,42.114.51.6,100,30,1,2026-09-14 01:29:07,R_9c75qrAnMdcd34W,,,,,21.0184,105.8461,anonymous,VI,,FL_34,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1
2026-09-14 01:29:47,2026-09-14 01:30:05,0,42.114.51.6,100,18,1,2026-09-14 01:30:06,R_4Nx0w6j97tBAKgV,,,,,21.0184,105.8461,anonymous,VI,true,FL_34,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0
2026-09-14 01:29:00,2026-09-14 01:30:32,0,14.241.251.212,100,91,1,2026-09-14 01:30:33,R_1uQvOB2x6wsplhT,,,,,10.822,106.6257,anonymous,VI,,FL_36,,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0
2026-09-14 01:25:49,2026-09-14 01:33:18,0,113.185.79.191,100,448,1,2026-09-14 01:33:19,R_5Yzt66cnIwgzEeR,,,,,10.822,106.6257,anonymous,VI,true,FL_56,,1,1,1,1,1,4,5,6,6,5,6,4,6,6,4,5,3,2,2,5,4,5,4,6,6,5,5,5,4,4,3,4,2,6,5,6,5,7,6,7,6,6,7,1,2,1,,3,1,3,3,,3,1,3,2,0,1
2026-09-14 01:26:07,2026-09-14 01:34:08,0,113.161.86.112,100,481,1,2026-09-14 01:34:09,R_5R98BvESiIJ3sVc,,,,,10.822,106.6257,anonymous,VI,true,FL_56,,1,1,1,2,2,4,5,6,5,5,4,4,6,6,4,3,3,2,4,5,2,4,4,3,4,4,6,4,4,3,6,3,2,4,3,4,3,7,7,7,6,4,2,1,2,1,,3,1,3,1,,3,"1,3",3,3,1,0
2026-09-14 01:27:42,2026-09-14 01:34:33,0,42.118.187.152,100,411,1,2026-09-14 01:34:34,R_4gvCTdBg2WxebeT,,,,,10.822,106.6257,anonymous,VI,true,FL_56,,1,1,1,1,2,4,7,7,5,6,6,6,7,6,4,4,4,2,5,5,6,5,3,4,6,5,5,5,4,5,4,5,2,6,7,5,5,7,5,4,4,7,5,1,2,1,,3,2,4,1,,4,1,3,1,0,0
2026-09-14 01:29:03,2026-09-14 01:35:20,0,14.169.98.136,100,376,1,2026-09-14 01:35:20,R_4LXM4tMZokt5eTH,,,,,10.822,106.6257,anonymous,VI,,FL_56,,1,1,1,1,2,4,7,7,5,4,6,6,6,6,2,2,2,4,2,5,6,6,1,4,1,4,4,4,4,7,4,4,2,4,7,4,4,7,7,7,7,6,4,1,1,1,,3,4,3,3,,4,1,3,1,0,0
2026-09-14 01:19:31,2026-09-14 01:36:16,0,171.250.165.85,100,1004,1,2026-09-14 01:36:17,R_9dEoreqiCCAnUw1,,,,,10.822,106.6257,anonymous,VI,,FL_56,,1,1,1,2,1,4,5,4,4,4,6,5,6,4,6,5,5,6,4,5,6,4,3,3,5,5,3,3,3,2,4,3,4,4,4,3,2,6,5,6,4,4,6,1,1,1,,3,1,3,1,,3,"1,3",3,4,1,1
2026-09-14 01:39:53,2026-09-14 01:42:30,0,14.187.145.204,100,156,1,2026-09-14 01:42:30,R_5r1YmDvZooeJ3Ob,,,,,10.822,106.6257,anonymous,VI,,FL_38,,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1
2026-09-14 01:40:24,2026-09-14 01:43:06,0,113.185.79.52,100,161,1,2026-09-14 01:43:07,R_5Pk0yWOMGp3uNqo,,,,,10.822,106.6257,anonymous,VI,,FL_38,,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1
2026-09-14 01:42:55,2026-09-14 01:43:17,0,14.187.145.204,100,22,1,2026-09-14 01:43:18,R_4jJncwinHpU4Wcd,,,,,10.822,106.6257,anonymous,VI,true,FL_32,,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0
2026-09-14 01:43:30,2026-09-14 01:43:43,0,113.185.79.52,100,13,1,2026-09-14 01:43:44,R_7WHgRtlp1HknYpJ,,,,,10.822,106.6257,anonymous,VI,true,FL_34,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0
2026-09-14 01:37:45,2026-09-14 01:44:09,0,171.251.234.170,100,384,1,2026-09-14 01:44:09,R_416mhwmMpOnOwy5,,,,,10.822,106.6257,anonymous,VI,true,FL_56,,1,1,1,1,1,4,5,5,5,5,6,6,6,6,3,3,4,1,2,5,6,6,5,6,5,5,7,4,5,4,3,4,2,4,5,5,5,6,4,4,7,5,7,1,1,1,,3,1,2,3,,3,1,1,2,0,1
2026-09-14 01:46:33,2026-09-14 01:46:49,0,123.23.244.172,100,16,1,2026-09-14 01:46:50,R_7zpfksumsP9YpnU,,,,,10.822,106.6257,anonymous,VI,,FL_32,,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1
2026-09-14 01:37:55,2026-09-14 01:47:34,0,103.249.23.162,100,578,1,2026-09-14 01:47:35,R_9ERyVPQrRCvqc1j,,,,,10.822,106.6257,anonymous,VI,,FL_56,,1,1,1,2,1,7,5,7,5,4,5,5,6,7,2,2,4,2,6,5,4,6,4,6,5,4,7,6,4,6,4,4,2,4,6,6,5,7,6,7,7,6,5,1,1,1,,1,1,3,3,,4,1,3,4,1,1
2026-09-14 01:44:18,2026-09-14 01:47:36,0,113.185.79.52,100,197,1,2026-09-14 01:47:37,R_7kM40cMWeDI6ln5,,,,,10.822,106.6257,anonymous,VI,true,FL_56,,1,1,1,2,1,6,6,6,5,5,6,5,5,4,5,5,4,4,6,5,4,5,4,4,5,5,4,6,5,5,4,4,2,5,5,5,4,5,6,4,5,6,5,1,1,5,Cà Mau,3,1,3,3,,4,1,1,4,1,1
2026-09-14 01:46:56,2026-09-14 01:47:47,0,42.113.248.220,100,51,1,2026-09-14 01:47:48,R_7WPdPKjYI8zVCM1,,,,,10.822,106.6257,anonymous,VI,,FL_32,,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1
2026-09-14 01:47:52,2026-09-14 01:52:21,0,42.113.248.220,100,268,1,2026-09-14 01:52:27,R_17ORiME2rPooa2l,,,,,10.822,106.6257,anonymous,VI,true,FL_56,,1,1,1,2,2,6,5,5,5,6,4,6,4,3,3,3,4,5,5,5,5,3,5,3,5,4,5,5,5,2,2,5,2,3,5,3,5,6,6,6,6,5,5,1,2,1,,3,1,3,1,,4,1,1,3,1,0
2026-09-14 01:29:20,2026-09-14 01:55:55,0,203.205.32.58,100,1595,1,2026-09-14 01:55:55,R_4gN2vISAlpyeBw7,,,,,10.822,106.6257,anonymous,VI,,FL_56,,1,1,1,2,1,7,5,4,6,6,5,7,6,4,7,4,2,6,7,7,6,7,5,5,7,4,7,7,7,6,6,6,2,7,7,5,6,7,7,6,5,7,5,1,2,1,,3,2,5,1,,4,"1,2",3,4,1,1
2026-09-14 01:29:36,2026-09-14 01:55:53,0,104.28.205.73,100,1577,1,2026-09-14 01:55:59,R_48U3RnncydJTmVC,,,,,10.822,106.6257,anonymous,VI,,FL_56,,1,1,1,1,2,5,5,4,4,6,4,7,6,5,6,5,4,5,7,5,7,7,5,7,6,6,7,5,5,7,7,7,2,7,5,6,7,7,6,6,6,5,5,1,2,1,,3,2,5,1,,4,"3,5",3,1,0,0
2026-09-14 01:29:41,2026-09-14 01:56:02,0,27.67.135.126,100,1580,1,2026-09-14 01:56:02,R_4euiZgdZDjWDMaJ,,,,,21.0184,105.8461,anonymous,VI,,FL_56,,1,1,1,1,1,7,7,7,7,6,7,7,7,7,1,1,1,1,1,5,6,7,6,6,7,5,7,7,6,6,6,7,2,5,6,7,6,6,7,7,6,6,5,1,2,1,,3,2,5,1,,4,"1,2",3,2,0,1
2026-09-14 01:44:26,2026-09-14 01:57:24,0,42.114.44.219,100,778,1,2026-09-14 01:57:24,R_4E9NyRaNdD9VXvS,,,,,10.822,106.6257,anonymous,VI,true,FL_56,,1,1,1,1,2,5,4,1,3,1,7,6,6,6,3,3,5,4,5,5,7,6,5,5,6,6,6,7,7,6,6,6,2,6,7,7,6,7,7,7,7,7,6,1,2,1,,1,1,4,1,,4,"1,3",3,1,0,0
2026-09-14 01:40:54,2026-09-14 01:57:58,0,123.23.244.172,100,1023,1,2026-09-14 01:57:59,R_1mV1cXsIEWXbKGD,,,,,10.822,106.6257,anonymous,VI,,FL_56,,1,1,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,6,6,6,6,5,6,1,1,1,,3,1,3,1,,4,1,1,3,1,0
2026-09-14 01:58:50,2026-09-14 02:01:02,0,203.205.32.58,100,131,1,2026-09-14 02:01:02,R_4ronMpJQVMNpwru,,,,,10.822,106.6257,anonymous,VI,,FL_56,,1,1,1,1,2,7,6,7,6,5,7,7,6,6,7,5,7,6,7,5,6,7,6,6,7,7,7,7,6,7,6,7,2,6,7,7,5,6,5,6,6,5,7,1,2,1,,3,2,4,1,,4,"2,5",3,1,0,0
2026-09-14 02:03:45,2026-09-14 02:14:54,0,14.237.141.106,100,668,1,2026-09-14 02:15:00,R_9ZCsYkA4niFpSBu,,,,,10.822,106.6257,anonymous,VI,,FL_56,,1,1,1,2,1,6,6,7,6,6,6,6,6,6,2,2,1,2,2,5,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,1,2,1,,3,1,4,1,,4,1,3,4,1,1
2026-09-14 02:43:18,2026-09-14 02:54:24,0,183.80.143.117,100,665,1,2026-09-14 02:54:29,R_4Vg45Ann3bKKXPb,,,,,16.1667,107.8333,anonymous,VI,,FL_56,,1,1,1,1,2,4,6,6,4,3,5,5,6,6,2,3,3,4,4,5,5,4,5,5,4,5,6,5,4,4,4,5,2,6,5,5,6,6,7,7,7,6,6,1,2,5,Thừa Thiên Huế,1,1,3,1,,4,"1,3",3,1,0,0
2026-09-14 02:56:41,2026-09-14 02:57:30,0,42.113.128.91,100,49,1,2026-09-14 02:57:31,R_4SGDhYek2rZKnSP,,,,,10.822,106.6257,anonymous,VI,,FL_55,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14 02:56:33,2026-09-14 03:01:38,0,113.161.66.12,100,305,1,2026-09-14 03:01:39,R_9nZqjrIgUR5rhex,,,,,10.822,106.6257,anonymous,VI,,FL_56,,1,1,1,2,1,7,6,6,5,6,6,7,6,6,7,7,7,7,6,5,7,5,6,6,7,6,5,6,7,6,6,6,2,6,7,6,6,7,5,6,7,6,6,1,1,1,,3,1,3,1,,3,"1,3,5",3,4,1,1
2026-09-14 02:57:13,2026-09-14 03:03:44,0,113.185.74.17,100,391,1,2026-09-14 03:03:45,R_4Legmyddf5WZlO9,,,,,10.822,106.6257,anonymous,VI,,FL_56,,1,1,1,2,1,6,6,7,5,3,6,6,5,6,4,3,4,3,4,5,4,3,2,2,3,5,6,4,5,5,6,6,2,6,6,7,3,7,5,7,5,6,6,1,2,1,,1,1,3,1,,4,"1,3",3,4,1,1
2026-09-14 02:57:58,2026-09-14 03:06:35,0,42.113.128.91,100,516,1,2026-09-14 03:06:35,R_4Xhc024GfPzoezv,,,,,10.822,106.6257,anonymous,VI,true,FL_56,,1,1,1,1,1,6,5,4,5,5,5,6,4,6,4,3,4,6,5,5,5,5,2,4,3,4,6,4,5,6,6,5,2,5,6,6,6,6,4,6,5,6,6,1,1,1,,3,1,3,1,,3,1,1,2,0,1
2026-09-14 03:09:45,2026-09-14 03:10:25,0,171.250.165.254,100,40,1,2026-09-14 03:10:25,R_4KZN82vPQiXbOdh,,,,,10.822,106.6257,anonymous,VI,,FL_36,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0
2026-09-14 03:10:45,2026-09-14 03:14:47,0,171.250.165.254,100,241,1,2026-09-14 03:14:48,R_9QPkJkOWxRWakP7,,,,,10.822,106.6257,anonymous,VI,,FL_56,,1,1,1,1,1,5,5,6,6,6,4,5,5,4,3,5,4,5,6,5,5,5,6,5,7,5,6,3,5,4,3,4,2,5,5,6,4,5,6,4,6,5,5,1,2,1,,3,1,3,1,,4,1,3,2,0,1
2026-09-14 03:17:09,2026-09-14 03:36:08,0,183.80.143.117,100,1139,1,2026-09-14 03:36:09,R_9hdm8B46nQzFr4l,,,,,16.1667,107.8333,anonymous,VI,,FL_56,,1,1,1,2,1,6,6,5,6,4,6,6,7,6,3,4,5,3,4,5,5,6,5,4,4,5,6,5,6,3,7,4,2,6,6,7,6,7,7,6,6,6,6,1,2,1,,3,5,4,1,,4,"1,2,3,5",3,4,1,1
2026-09-14 03:49:44,2026-09-14 03:50:46,0,113.185.74.24,100,62,1,2026-09-14 03:50:46,R_4t3Xbkc8ivkSlcR,,,,,10.822,106.6257,anonymous,VI,,FL_34,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0
2026-09-14 03:51:12,2026-09-14 03:51:43,0,113.185.74.24,100,31,1,2026-09-14 03:51:44,R_9EaiMc1j5tiutpn,,,,,10.822,106.6257,anonymous,VI,true,FL_36,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0
2026-09-14 04:05:43,2026-09-14 04:10:15,0,27.3.128.90,100,272,1,2026-09-14 04:10:15,R_42W1AzqR0a1jKWi,,,,,10.822,106.6257,anonymous,VI,,FL_55,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14 04:10:58,2026-09-14 04:12:28,0,27.3.128.90,100,89,1,2026-09-14 04:12:28,R_4vlcBSOX6xVS9to,,,,,10.822,106.6257,anonymous,VI,true,FL_36,,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0
2026-09-14 04:12:59,2026-09-14 04:13:20,0,27.3.128.90,100,21,1,2026-09-14 04:13:20,R_4ZQ7rjHk8epI94j,,,,,10.822,106.6257,anonymous,VI,true,FL_32,,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1
2026-09-14 04:13:24,2026-09-14 04:19:17,0,27.3.128.90,100,352,1,2026-09-14 04:19:17,R_9MHxpSdU9RNCVOx,,,,,10.822,106.6257,anonymous,VI,true,FL_56,,1,1,1,1,2,7,6,7,6,5,7,7,7,7,3,3,3,2,2,7,5,4,4,5,5,6,6,6,6,7,7,6,2,7,7,7,7,7,7,7,7,7,7,1,2,1,,1,1,2,3,,4,"1,3",3,1,0,0
2026-09-14 05:03:02,2026-09-14 05:03:21,0,42.1.103.154,100,19,1,2026-09-14 05:03:21,R_9dSMdx1oRGtpgt7,,,,,16.0685,108.2215,anonymous,VI,,FL_53,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14 05:03:17,2026-09-14 05:06:46,0,171.233.90.18,100,209,1,2026-09-14 05:06:47,R_4CWxsGAtovBuGLx,,,,,10.822,106.6257,anonymous,VI,,FL_56,,1,1,1,2,1,6,4,4,3,4,5,6,3,5,3,2,4,3,3,5,6,2,4,5,4,2,5,3,5,5,3,2,3,6,3,4,4,6,5,7,6,5,4,1,2,1,,3,2,3,1,,1,"1,5",1,4,1,1
2026-09-14 05:19:12,2026-09-14 05:26:19,0,42.114.27.210,100,426,1,2026-09-14 05:26:20,R_9LcGmchqPmH2ek0,,,,,10.822,106.6257,anonymous,VI,,FL_56,,1,1,1,1,1,4,4,4,4,4,4,4,2,4,4,5,4,4,4,5,5,4,4,4,4,4,6,6,6,6,6,5,2,6,6,5,4,4,4,5,4,4,4,1,2,1,,3,2,4,3,,4,"2,3",3,2,0,1
2026-09-14 05:23:32,2026-09-14 05:30:18,0,117.5.142.48,100,405,1,2026-09-14 05:30:18,R_9nHDltYhSZ0CvZL,,,,,10.822,106.6257,anonymous,VI,,FL_56,,1,1,1,2,2,5,6,5,4,5,6,6,6,5,4,5,4,4,3,5,6,6,6,6,5,5,6,5,6,6,5,4,2,6,6,6,4,6,7,6,7,6,6,1,2,1,,3,1,3,1,,4,"1,2,3",3,3,1,0
2026-09-14 05:34:24,2026-09-14 05:35:59,0,14.187.217.149,100,94,1,2026-09-14 05:35:59,R_4DClNzMcnLSIU5J,,,,,10.822,106.6257,anonymous,VI,,FL_55,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14 05:36:09,2026-09-14 05:36:50,0,14.187.217.149,100,41,1,2026-09-14 05:36:51,R_41EXvuQDf4vaPyC,,,,,10.822,106.6257,anonymous,VI,true,FL_34,,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1
2026-09-14 05:38:28,2026-09-14 05:39:28,0,14.187.217.149,100,60,1,2026-09-14 05:39:29,R_9erBhy74VlIch2p,,,,,10.822,106.6257,anonymous,VI,true,FL_36,,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0
2026-09-14 05:38:58,2026-09-14 05:39:42,0,123.31.90.26,100,44,1,2026-09-14 05:39:43,R_44D2kYtdyuZweyt,,,,,16.1667,107.8333,anonymous,VI,,FL_34,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1
2026-09-14 05:39:36,2026-09-14 05:42:36,0,14.187.217.149,100,180,1,2026-09-14 05:42:37,R_9cLzJIXnH9Zkepb,,,,,10.822,106.6257,anonymous,VI,true,FL_56,,1,1,1,1,1,2,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,,3,1,1,3,,3,1,3,2,0,1
2026-09-14 05:44:51,2026-09-14 05:49:01,0,14.234.61.31,100,249,1,2026-09-14 05:49:11,R_9ilRpXLsuYVFFQt,,,,,10.0149,105.0899,anonymous,VI,,FL_56,,1,1,1,2,2,2,3,1,5,1,3,7,1,2,6,6,6,4,5,6,6,4,6,5,6,3,5,6,6,6,5,6,2,5,4,6,4,5,5,6,6,6,6,1,1,1,,3,1,3,1,,4,1,3,3,1,0
2026-09-14 05:40:29,2026-09-14 05:51:25,0,42.114.44.237,100,656,1,2026-09-14 05:51:31,R_4azbzYK0rXyOaYE,,,,,10.822,106.6257,anonymous,VI,true,FL_56,,1,1,1,1,2,4,6,6,4,6,6,4,6,4,6,6,6,5,4,5,4,4,4,6,4,4,4,4,4,4,4,4,2,6,4,4,4,4,4,4,4,4,4,2,1,1,,1,3,4,3,,4,1,3,1,0,0
2026-09-14 05:42:41,2026-09-14 05:54:31,0,171.250.165.126,100,710,1,2026-09-14 05:54:32,R_9oU4qLn8nbm3ryt,,,,,10.822,106.6257,anonymous,VI,,FL_56,,1,1,1,2,1,6,7,6,5,5,7,6,5,6,2,2,1,1,2,5,6,6,5,5,5,5,6,5,6,5,5,6,2,6,6,6,5,6,7,7,7,6,6,1,1,1,,1,1,3,1,,4,"1,3",3,4,1,1
2026-09-14 05:56:17,2026-09-14 06:01:29,0,27.3.0.36,100,312,1,2026-09-14 06:01:35,R_9q7MHRFYnlLtCTp,,,,,10.822,106.6257,anonymous,VI,,FL_56,,1,1,1,1,1,3,4,3,4,4,4,4,4,4,2,2,2,2,2,5,5,6,3,5,5,5,5,5,5,5,5,5,2,4,5,5,4,7,7,7,7,5,6,1,1,1,,1,1,2,1,,4,1,3,2,0,1
2026-09-14 06:27:37,2026-09-14 06:37:04,0,27.71.90.190,100,566,1,2026-09-14 06:37:04,R_48HwW19swTXFojv,,,,,10.822,106.6257,anonymous,VI,,FL_56,,1,1,1,1,2,2,2,2,3,2,3,3,2,4,2,1,1,2,1,5,3,4,2,3,4,4,5,5,5,5,5,5,2,4,4,4,4,1,1,1,1,1,1,2,1,5,Nghệ An,1,3,4,3,,2,1,5,1,0,0
2026-09-14 06:26:23,2026-09-14 06:47:02,0,14.187.215.120,100,1238,1,2026-09-14 06:47:03,R_4gnzBZbU6b6uTxs,,,,,10.822,106.6257,anonymous,VI,,FL_56,,1,1,1,2,1,5,5,5,6,6,5,5,6,5,3,3,3,5,3,5,4,3,1,3,4,4,6,6,6,6,6,6,2,4,5,5,4,7,7,7,7,7,7,1,2,3,,3,2,5,3,,3,"1,3,4",5,4,1,1
2026-09-14 06:42:09,2026-09-14 06:52:11,0,14.169.252.49,100,602,1,2026-09-14 06:52:11,R_4d4cIi0iAavrkxC,,,,,10.822,106.6257,anonymous,VI,,FL_56,,1,1,1,2,2,5,6,6,4,4,7,7,6,7,3,2,2,2,3,5,4,4,4,4,5,6,6,6,6,7,6,6,2,6,6,6,6,7,6,7,7,5,5,1,2,1,,3,1,4,1,,4,"1,3",3,3,1,0
2026-09-14 06:47:43,2026-09-14 06:52:29,0,171.250.164.40,100,286,1,2026-09-14 06:52:30,R_4cmSviddzKocrPX,,,,,10.822,106.6257,anonymous,VI,,FL_56,,1,1,1,1,2,2,4,2,5,2,5,6,4,5,4,3,2,3,4,5,5,5,5,5,4,5,5,3,5,4,5,4,2,4,4,4,4,7,6,3,6,6,4,1,2,1,,1,1,4,1,,3,1,3,1,0,0
2026-09-14 06:52:46,2026-09-14 06:56:23,0,14.169.55.188,100,216,1,2026-09-14 06:56:23,R_9oFGEXIpLkvq7Ul,,,,,10.822,106.6257,anonymous,VI,,FL_36,,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0
2026-09-14 06:58:41,2026-09-14 06:59:19,0,14.187.215.120,100,38,1,2026-09-14 06:59:20,R_4C9OLlVFUQp1YWI,,,,,10.822,106.6257,anonymous,VI,,FL_32,,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0
