ResponseId,CELL,AIP_COND,DISC_COND,CONSENT,SCR_AGE,SCR1,CC1,CC2,AIP1,AIP2,AIP3,AIP4,AIP5,AIP6,REL1,REL2,REL3,REL4,INT1,INT2,INT3,INT4,INT5,TRU1,TRU2,TRU3,TRU4,TRU5,ENG1,ENG2,ENG3,ENG4,ENG5,ENG6,PI1,PI2,PI3,PDPL1,PDPL2,PDPL3,PDPL4,ATT1,ATT2,MC_AIP,MC_DISC,VIG_TIME_First Click,VIG_TIME_Last Click,VIG_TIME_Page Submit,VIG_TIME_Click Count,Duration (in seconds),AGE_BAND,GEN,EDU,INC,FREQ,PLAT,PRIOR,CHAN,CHAN_APP,CHAN_WEB,CHAN_LIVE,CHAN_STORE,CHAN_SOC,flag_cell_mismatch,flag_straightliner,flag_cc1_wrong,flag_cc2_wrong
R_2_0052,4,1,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,1,5,5,4,6,6,4.0,5,6,6,5,5,4,4.0,4,4,6,5,4,5,4,4,4.0,4,4,3,2,4,5,4,1,3,3,2,5,2,5,5,2.3,3.4,3.8,7,625,35 - 44,Nam,Dai hoc,Tren 20 - 40 trieu,Vai lan moi nam,Lazada,Duoi 6 thang,"CHAN_WEB,CHAN_STORE",False,True,False,True,False,False,False,False,False
R_2_0053,4,1,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,1,5,6,6,6,4,4.0,6,6,7,5,4,5,4.0,5,5,3,3,4,4,2,3,5.0,4,5,5,4,4,3,3,5,3,4,5,5,2,6,4,4.7,5.0,5.8,2,496,25 - 34,Nam,Sau dai hoc,Tren 40 trieu,Khoang moi tuan,Shopee,Duoi 6 thang,CHAN_APP,True,False,False,False,False,False,False,False,False
R_2_0054,2,0,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,1,4,5,3,3,5,4.0,4,3,4,4,4,5,3.0,5,4,4,4,4,3,4,2,2.0,3,3,3,4,3,3,2,3,3,3,3,5,2,2,7,0.9,5.5,7.0,4,657,18 - 24,Nu,Dai hoc,Tren 40 trieu,Khoang moi tuan,Lazada,Tu 1 den 3 nam,"CHAN_WEB,CHAN_STORE",False,True,False,True,False,False,False,False,False
R_2_0055,4,1,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,1,5,7,5,4,6,7.0,5,5,3,6,5,5,3.0,3,3,2,3,3,2,2,2,4.0,3,3,2,2,3,3,4,4,3,4,5,5,2,6,6,0.1,2.3000000000000003,2.4000000000000004,4,647,18 - 24,Nam,Dai hoc,Tren 10 - 20 trieu,Khoang moi thang,Shopee,Duoi 6 thang,"CHAN_APP,CHAN_WEB,CHAN_LIVE,CHAN_SOC",True,True,True,False,True,False,False,False,False
R_2_0056,3,1,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,2,4,3,3,4,4,5.0,3,4,4,4,4,4,5.0,4,4,5,3,4,4,4,6,4.0,4,5,4,4,5,4,5,3,3,4,3,5,2,3,4,4.8,4.8,5.7,6,408,18 - 24,Nam,Dai hoc,5 - 10 trieu,Vai lan moi nam,Shopee,Tren 3 nam,"CHAN_WEB,CHAN_STORE",False,True,False,True,False,False,False,False,False
R_2_0057,4,1,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,1,6,4,5,7,6,6.0,5,5,6,5,3,3,2.0,2,3,4,6,5,6,7,6,3.0,5,7,5,5,4,5,4,4,4,3,2,5,2,5,7,1.2,4.0,4.2,1,621,18 - 24,Nu,Dai hoc,Tren 20 - 40 trieu,Vai lan moi nam,Shopee,Tu 1 den 3 nam,"CHAN_WEB,CHAN_STORE",False,True,False,True,False,False,False,False,False
R_2_0058,2,0,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,1,4,2,4,4,3,3.0,5,6,3,5,2,1,2.0,2,2,6,6,5,5,4,5,3.0,3,4,3,4,3,4,4,3,5,4,6,5,2,2,5,0.4,4.1000000000000005,6.0,7,502,18 - 24,Nam,Trung cap - Cao dang,Duoi 5 trieu,Khoang moi thang,Tiki,Tren 3 nam,"CHAN_WEB,CHAN_STORE",False,True,False,True,False,False,False,False,False
R_2_0060,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,2,1,3,3,3,2,2.0,4,3,3,5,5,5,5.0,5,4,5,5,5,6,6,4,3.0,2,4,3,3,6,6,6,4,4,4,5,5,2,1,3,4.3,8.3,10.1,3,406,35 - 44,Nu,Dai hoc,Tren 40 trieu,Khoang moi tuan,Shopee,Tu 1 den 3 nam,"CHAN_APP,CHAN_LIVE",True,False,True,False,False,False,False,False,False
R_2_0061,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,2,5,3,4,5,3,5.0,4,4,4,4,4,4,5.0,4,4,5,4,4,5,4,4,5.0,5,5,5,6,5,3,4,4,4,4,7,5,2,4,6,1.8,2.9000000000000004,4.6000000000000005,1,373,18 - 24,Nu,THPT tro xuong,Tren 10 - 20 trieu,Khoang moi tuan,Shopee,Tu 1 den 3 nam,CHAN_APP,True,False,False,False,False,False,False,False,False
R_2_0062,3,1,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,2,3,4,4,5,3,4.0,2,2,4,1,6,5,4.0,5,5,3,3,4,3,3,3,4.0,5,2,3,4,3,4,2,3,3,3,2,5,2,3,2,0.7,3.2,3.7,5,706,25 - 34,Nam,THPT tro xuong,Tren 40 trieu,Nhieu lan moi tuan,Shopee,Tu 1 den 3 nam,"CHAN_APP,CHAN_WEB,CHAN_LIVE,CHAN_SOC",True,True,True,False,True,False,False,False,False
R_2_0063,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,2,5,5,4,6,7,6.0,5,5,6,7,4,4,,4,5,5,5,3,5,3,5,5.0,4,5,5,5,6,5,6,5,7,6,7,5,2,6,4,0.5,1.2,1.2,4,354,35 - 44,Nu,Dai hoc,Tren 10 - 20 trieu,Khoang moi tuan,Shopee,Tren 3 nam,CHAN_APP,True,False,False,False,False,False,False,False,False
R_2_0064,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,2,4,2,3,3,3,3.0,4,3,5,4,3,2,4.0,4,2,3,2,1,4,2,2,2.0,2,2,4,1,4,3,4,4,3,3,3,5,2,3,3,2.3,3.7,3.8,5,527,25 - 34,Nu,Dai hoc,Duoi 5 trieu,Nhieu lan moi tuan,Shopee,Tren 3 nam,"CHAN_APP,CHAN_WEB",True,True,False,False,False,False,False,False,False
R_2_0065,4,1,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,1,4,5,6,5,6,5.0,5,5,5,5,5,5,4.0,4,5,5,5,6,5,5,4,3.0,3,5,4,4,4,3,3,2,4,3,3,5,2,4,5,1.6,2.8,4.9,5,568,18 - 24,Nu,Trung cap - Cao dang,Duoi 5 trieu,Khoang moi tuan,Shopee,Tu 1 den 3 nam,"CHAN_APP,CHAN_WEB",True,True,False,False,False,False,False,False,False
R_2_0066,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,2,4,4,6,1,4,4.0,5,5,5,3,6,6,5.0,3,4,5,5,5,5,4,6,5.0,6,4,5,6,4,4,4,4,5,5,5,5,2,4,3,0.7,2.3,6.6,3,503,55 tro len,Nu,Dai hoc,Tren 40 trieu,Vai lan moi nam,Shopee,Duoi 6 thang,CHAN_APP,True,False,False,False,False,False,False,False,False
R_2_0068,2,0,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",3,1,4,5,4,4,4,4.0,6,4,5,6,6,5,3.0,3,4,4,4,4,4,4,4,5.0,2,4,4,4,7,5,5,3,5,4,5,5,2,6,5,3.0,5.0,5.4,7,414,35 - 44,Nu,Trung cap - Cao dang,Tren 10 - 20 trieu,Vai lan moi nam,Shopee,Duoi 6 thang,"CHAN_WEB,CHAN_STORE",False,True,False,True,False,False,False,True,False
R_2_0069,3,1,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,2,4,4,4,4,5,4.0,3,3,5,5,5,4,5.0,5,5,5,5,5,6,6,5,5.0,3,5,4,4,4,4,5,6,5,5,5,5,2,3,5,0.4,1.7999999999999998,2.8,7,507,35 - 44,Nu,Dai hoc,5 - 10 trieu,Vai lan moi nam,Shopee,Duoi 6 thang,"CHAN_APP,CHAN_WEB,CHAN_LIVE,CHAN_SOC",True,True,True,False,True,False,False,False,False
R_2_0070,3,1,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,2,7,5,7,7,7,7.0,6,4,6,3,5,6,5.0,6,5,4,4,5,3,4,5,5.0,5,5,5,4,6,5,5,3,3,4,3,5,2,6,5,1.0,5.4,8.0,6,158,18 - 24,Nu,THPT tro xuong,5 - 10 trieu,Khoang moi thang,Lazada,Tu 6 den 12 thang,"CHAN_APP,CHAN_WEB,CHAN_LIVE,CHAN_SOC",True,True,True,False,True,False,False,False,False
R_2_0071,4,1,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,1,4,3,3,4,5,,5,4,4,4,2,2,2.0,2,3,5,5,5,4,5,4,5.0,5,5,5,3,7,5,7,4,3,5,5,5,2,3,6,4.8,4.8,5.1,1,319,25 - 34,Nu,Trung cap - Cao dang,Tren 40 trieu,Vai lan moi nam,Lazada,Duoi 6 thang,"CHAN_WEB,CHAN_STORE",False,True,False,True,False,False,False,False,False
R_2_0072,4,1,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",3,3,5,3,5,2,5,3.0,4,3,4,3,3,3,3.0,2,3,5,5,6,5,5,6,5.0,6,6,4,7,5,5,4,3,4,3,2,5,2,4,7,0.5,0.6,4.1,3,450,35 - 44,Nam,THPT tro xuong,Tren 10 - 20 trieu,Khoang moi thang,Shopee,Duoi 6 thang,"CHAN_APP,CHAN_WEB,CHAN_LIVE,CHAN_SOC",True,True,True,False,True,False,False,True,True
R_2_0073,3,1,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,2,3,3,2,3,2,,2,3,2,3,3,2,3.0,3,1,5,5,6,5,5,2,5.0,3,3,2,3,5,5,5,3,5,4,3,5,2,2,2,0.9,3.7,3.9,4,486,18 - 24,Nam,Dai hoc,Duoi 5 trieu,Nhieu lan moi tuan,Shopee,Tu 1 den 3 nam,"CHAN_APP,CHAN_LIVE",True,False,True,False,False,False,False,False,False
R_2_0074,3,1,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,2,6,5,4,6,5,6.0,5,6,5,6,4,5,5.0,4,4,4,3,3,4,4,4,4.0,3,4,5,5,3,2,3,3,4,3,4,5,2,4,4,4.4,7.4,7.800000000000001,2,606,18 - 24,Nam,Dai hoc,Tren 20 - 40 trieu,Vai lan moi nam,Shopee,Tren 3 nam,"CHAN_WEB,CHAN_STORE",False,True,False,True,False,False,False,False,False
R_2_0075,3,1,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,2,4,7,4,6,5,6.0,3,4,3,4,3,6,6.0,6,5,4,4,4,3,4,4,2.0,3,2,3,3,5,4,2,6,5,7,4,5,2,4,4,0.9,4.0,4.0,3,187,55 tro len,Nu,Dai hoc,Tren 40 trieu,Vai lan moi nam,Tiki,Tren 3 nam,"CHAN_APP,CHAN_LIVE",True,False,True,False,False,False,False,False,False
R_2_0076,4,1,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",3,1,3,4,5,6,6,4.0,5,4,4,3,1,2,2.0,2,2,7,7,7,7,7,7,6.0,7,5,5,6,3,4,4,5,5,4,4,5,2,4,4,0.7,1.2,3.0,3,553,25 - 34,Nam,Dai hoc,Tren 20 - 40 trieu,Nhieu lan moi tuan,Shopee,Tu 1 den 3 nam,"CHAN_APP,CHAN_WEB",True,True,False,False,False,False,False,True,False
R_2_0077,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,2,3,5,5,4,4,5.0,4,5,5,3,4,4,4.0,3,3,4,3,4,1,2,4,4.0,3,3,3,4,4,5,4,7,4,5,4,5,2,3,5,5.8,6.3,7.9,1,503,55 tro len,Nu,Trung cap - Cao dang,Duoi 5 trieu,Khoang moi thang,Shopee,Tu 6 den 12 thang,CHAN_APP,True,False,False,False,False,False,False,False,False
R_2_0078,3,1,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,2,5,3,4,2,3,5.0,5,6,4,5,2,4,3.0,4,4,6,6,6,6,6,5,5.0,6,6,4,5,7,5,7,3,2,3,1,5,2,3,5,3.4,7.4,10.4,7,640,35 - 44,Nu,Sau dai hoc,Tren 10 - 20 trieu,Vai lan moi nam,Shopee,Duoi 6 thang,"CHAN_APP,CHAN_LIVE",True,False,True,False,False,False,False,False,False
R_2_0079,3,1,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,2,7,6,5,7,7,7.0,5,6,4,4,4,6,5.0,5,5,3,4,4,5,5,4,4.0,5,6,5,6,4,4,5,3,5,4,4,5,2,6,4,3.6,7.300000000000001,11.5,3,357,45 - 54,Nu,Dai hoc,Tren 40 trieu,Khoang moi tuan,TikTok Shop,Tren 3 nam,"CHAN_WEB,CHAN_STORE",False,True,False,True,False,False,False,False,False
R_2_0080,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,2,3,5,4,4,3,4.0,4,4,4,4,3,4,4.0,5,5,5,4,6,4,3,3,1.0,2,2,1,4,5,4,4,4,3,2,3,5,2,7,2,6.7,6.9,8.4,2,513,35 - 44,Nu,Dai hoc,Tren 20 - 40 trieu,Vai lan moi nam,Shopee,Tren 3 nam,"CHAN_APP,CHAN_WEB,CHAN_LIVE,CHAN_SOC",True,True,True,False,True,False,False,False,False
R_2_0081,2,0,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,1,2,3,3,1,3,3.0,4,2,2,2,2,2,1.0,2,1,5,5,5,4,6,6,5.0,6,6,4,4,6,5,6,2,5,3,4,5,2,3,7,2.8,11.0,11.7,1,384,25 - 34,Nam,Trung cap - Cao dang,Tren 40 trieu,Khoang moi tuan,TikTok Shop,Tu 6 den 12 thang,"CHAN_WEB,CHAN_STORE",False,True,False,True,False,False,False,False,False
R_2_0082,4,1,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",3,1,5,4,5,4,4,4.0,6,4,5,4,5,4,3.0,3,4,4,5,4,4,4,3,5.0,4,5,3,2,3,4,3,4,3,3,5,5,2,4,4,1.0,2.5,6.7,2,389,18 - 24,Nam,Dai hoc,5 - 10 trieu,Nhieu lan moi tuan,Shopee,Tu 6 den 12 thang,"CHAN_WEB,CHAN_STORE",False,True,False,True,False,False,False,True,False
R_2_0083,4,1,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,1,1,2,2,2,2,2.0,4,2,4,3,2,1,2.0,1,1,4,3,4,6,3,4,4.0,4,5,4,5,4,4,4,4,2,2,5,5,2,2,6,1.4,3.6,5.9,1,414,18 - 24,Nu,Sau dai hoc,Tren 20 - 40 trieu,Khoang moi thang,TikTok Shop,Tu 1 den 3 nam,CHAN_APP,True,False,False,False,False,False,False,False,False
R_2_0084,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,2,6,7,7,5,6,4.0,6,5,6,4,4,3,4.0,4,4,6,6,5,6,5,4,3.0,3,4,4,5,3,5,4,3,5,5,3,5,2,6,3,1.8,2.0,2.0,4,454,25 - 34,Nam,Dai hoc,Tren 10 - 20 trieu,Khoang moi tuan,TikTok Shop,Tren 3 nam,"CHAN_APP,CHAN_LIVE",True,False,True,False,False,False,False,False,False
R_2_0085,2,0,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,1,5,6,5,5,6,5.0,6,6,5,6,3,3,2.0,4,3,7,5,6,6,6,3,5.0,3,5,3,5,2,3,3,4,3,5,3,5,2,7,6,3.0,5.3,5.6,2,365,18 - 24,Nam,Dai hoc,Tren 10 - 20 trieu,Nhieu lan moi tuan,Lazada,Duoi 6 thang,"CHAN_APP,CHAN_WEB",True,True,False,False,False,False,False,False,False
R_2_0086,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,2,6,4,4,6,5,5.0,7,7,7,7,6,4,3.0,3,4,5,5,3,5,5,6,6.0,6,6,6,7,5,5,4,3,3,3,3,5,2,6,5,2.4,5.0,5.3,5,251,45 - 54,Nu,Dai hoc,5 - 10 trieu,Nhieu lan moi tuan,Shopee,Duoi 6 thang,"CHAN_APP,CHAN_WEB",True,True,False,False,False,False,False,False,False
R_2_0087,4,1,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,1,5,4,7,7,6,5.0,3,5,5,4,6,3,4.0,4,4,3,3,3,3,2,5,6.0,4,4,4,4,7,7,5,4,4,3,4,5,2,2,3,1.4,2.6,3.5,6,435,25 - 34,Nu,Sau dai hoc,Tren 20 - 40 trieu,Khoang moi thang,Lazada,Tu 1 den 3 nam,"CHAN_APP,CHAN_LIVE",True,False,True,False,False,False,False,False,False
R_2_0089,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,2,1,3,2,3,4,3.0,2,1,2,2,4,5,5.0,6,4,2,3,2,3,3,3,2.0,1,2,2,3,3,4,3,3,3,4,5,5,2,2,5,7.6,8.4,8.5,4,583,18 - 24,Khac,Sau dai hoc,5 - 10 trieu,Vai lan moi nam,Shopee,Duoi 6 thang,"CHAN_APP,CHAN_WEB",True,True,False,False,False,False,False,False,False
R_2_0090,4,1,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,1,5,6,5,5,6,4.0,4,4,3,4,2,3,2.0,3,3,4,3,4,3,3,3,4.0,2,3,2,2,4,4,5,3,3,3,3,5,2,6,4,0.9,3.6,4.6,3,662,18 - 24,Nam,Trung cap - Cao dang,Tren 10 - 20 trieu,Nhieu lan moi tuan,Shopee,Tu 1 den 3 nam,"CHAN_APP,CHAN_LIVE",True,False,True,False,False,False,False,False,False
R_2_0091,2,0,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,1,2,5,1,4,3,4.0,1,3,3,3,3,1,2.0,3,1,2,4,4,4,4,4,3.0,3,3,4,4,6,3,6,4,3,4,4,5,2,2,5,0.5,2.7,3.7,1,367,45 - 54,Khac,Dai hoc,Tren 20 - 40 trieu,Vai lan moi nam,Shopee,Tren 3 nam,"CHAN_APP,CHAN_WEB,CHAN_LIVE,CHAN_SOC",True,True,True,False,True,False,False,False,False
R_2_0092,2,0,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,1,5,3,4,3,5,2.0,1,2,2,2,5,4,5.0,4,5,3,2,1,2,1,3,3.0,3,2,1,3,3,2,3,4,4,3,1,5,2,1,3,2.7,3.1,3.8,4,707,25 - 34,Nam,Dai hoc,5 - 10 trieu,Khoang moi tuan,Shopee,Tren 3 nam,"CHAN_APP,CHAN_LIVE",True,False,True,False,False,False,False,False,False
R_2_0093,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,2,3,4,1,1,3,4.0,3,3,4,3,4,4,5.0,3,5,6,5,5,4,6,3,5.0,3,4,3,4,5,4,4,3,3,3,4,5,2,4,3,0.9,1.6,1.9,5,501,25 - 34,Nam,Trung cap - Cao dang,Duoi 5 trieu,Khoang moi tuan,Shopee,Tren 3 nam,CHAN_APP,True,False,False,False,False,False,False,False,False
R_2_0094,2,0,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,1,4,3,2,4,3,3.0,3,2,2,2,3,4,5.0,4,4,3,4,4,4,6,2,2.0,4,3,3,3,4,5,4,4,3,3,4,5,2,5,4,0.5,0.8,2.0,3,698,35 - 44,Nam,Dai hoc,Duoi 5 trieu,Khoang moi thang,TikTok Shop,Tu 1 den 3 nam,CHAN_APP,True,False,False,False,False,False,False,False,False
R_2_0095,2,0,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,1,5,5,5,5,5,5.0,4,6,4,5,4,5,4.0,5,4,2,2,2,3,3,4,5.0,3,4,3,1,4,6,4,4,4,5,6,5,2,5,4,4.0,15.2,15.3,4,729,18 - 24,Nu,Dai hoc,Tren 40 trieu,Khoang moi tuan,TikTok Shop,Tu 6 den 12 thang,"CHAN_APP,CHAN_WEB",True,True,False,False,False,False,False,False,False
R_2_0096,3,1,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,2,5,7,7,5,7,6.0,4,5,4,4,6,7,6.0,7,6,4,3,4,3,3,4,4.0,5,3,4,4,1,3,3,3,6,5,4,5,2,4,3,0.7,1.6,2.1,7,530,25 - 34,Nu,Sau dai hoc,Tren 20 - 40 trieu,Nhieu lan moi tuan,Shopee,Tu 1 den 3 nam,CHAN_APP,True,False,False,False,False,False,False,False,False
R_2_0097,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,2,4,3,4,4,3,3.0,5,6,4,4,5,3,5.0,5,5,4,4,5,4,6,3,,4,4,3,3,3,3,3,4,5,4,3,5,2,4,4,12.4,14.3,15.2,6,361,18 - 24,Nam,Dai hoc,Tren 40 trieu,Khoang moi tuan,Shopee,Tu 6 den 12 thang,"CHAN_APP,CHAN_LIVE",True,False,True,False,False,False,False,False,False
R_2_0098,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,2,3,4,4,4,6,5.0,5,3,3,4,5,7,6.0,4,6,4,5,5,5,5,4,4.0,5,5,5,6,6,6,4,3,5,3,4,5,2,4,5,4.1,5.6,6.699999999999999,3,298,35 - 44,Nu,Trung cap - Cao dang,Duoi 5 trieu,Nhieu lan moi tuan,TikTok Shop,Duoi 6 thang,"CHAN_APP,CHAN_WEB,CHAN_LIVE,CHAN_SOC",True,True,True,False,True,False,False,False,False
R_2_0099,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,2,2,3,2,3,2,1.0,4,4,3,3,1,4,2.0,4,3,5,2,4,4,3,2,4.0,3,3,4,3,4,4,4,6,7,6,4,5,2,3,3,4.3,4.6,5.4,7,572,18 - 24,Nam,THPT tro xuong,5 - 10 trieu,Vai lan moi nam,Shopee,Tu 1 den 3 nam,CHAN_APP,True,False,False,False,False,False,False,False,False
R_2_0100,2,0,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,1,3,4,3,2,1,2.0,5,5,5,5,3,2,3.0,4,2,4,4,4,4,4,3,5.0,5,3,3,4,4,4,5,6,4,2,3,5,2,3,6,1.0,1.8,3.7,2,426,25 - 34,Nu,Trung cap - Cao dang,5 - 10 trieu,Vai lan moi nam,Lazada,Tren 3 nam,"CHAN_APP,CHAN_LIVE",True,False,True,False,False,False,False,False,False
R_2_0101,2,0,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,1,4,2,1,3,3,4.0,3,3,3,2,2,4,4.0,4,2,6,6,6,5,5,3,4.0,4,3,3,4,2,2,2,5,5,4,4,5,2,3,5,1.3,1.4,4.3,6,420,45 - 54,Nu,Dai hoc,5 - 10 trieu,Vai lan moi nam,Shopee,Tren 3 nam,"CHAN_APP,CHAN_WEB",True,True,False,False,False,False,False,False,False
R_2_0102,3,1,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,2,6,4,7,6,7,6.0,4,3,4,4,4,4,4.0,5,4,2,2,2,4,3,6,4.0,5,5,6,5,4,5,4,3,4,4,4,5,2,5,3,2.4,7.699999999999999,9.5,3,453,35 - 44,Nu,Dai hoc,Tren 20 - 40 trieu,Vai lan moi nam,Lazada,Tu 6 den 12 thang,"CHAN_APP,CHAN_WEB,CHAN_LIVE,CHAN_SOC",True,True,True,False,True,False,False,False,False
R_2_0103,2,0,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",3,1,5,5,3,4,5,4.0,2,3,4,2,4,6,4.0,6,3,2,2,2,2,3,3,2.0,1,2,3,2,6,4,6,4,4,6,3,5,2,6,7,9.6,12.1,12.9,3,462,25 - 34,Nam,Dai hoc,Tren 10 - 20 trieu,Khoang moi thang,TikTok Shop,Duoi 6 thang,"CHAN_APP,CHAN_LIVE",True,False,True,False,False,False,False,True,False
